t_sec,coins_per_sec,total_earned,total_gems_earned,total_rubies_earned,events
22130,38858950.36,5141179822.63,8158,85,upgrade:value->45|garden:tree->35|garden:flower->52|garden:flower->53
22140,39716849.52,5534779832.91,8158,85,
22150,39716849.52,5931948328.06,8158,85,upgrade:value->46|garden:tree->36|garden:flower->54
22160,40562658.75,6335774980.23,8158,85,
22170,40562658.75,6741401567.73,8158,85,upgrade:value->47|garden:tree->37
22180,41395488.86,7151066999.69,8158,85,garden:flower->55
22190,41411395.68,7565180956.50,8158,85,
22200,41411395.68,7979294913.31,8158,85,upgrade:value->48
22210,42183036.59,8395723792.86,8158,85,garden:tree->38|garden:flower->56|garden:flower->57
22220,42279263.53,8818354395.95,8158,85,
22230,42279263.53,9241147031.25,8158,85,
22240,42279263.53,9663939666.55,8158,85,
22250,42279263.53,10086732301.85,8158,85,upgrade:value->49
22260,43052664.69,10513391942.96,8158,85,garden:tree->39|upgrade:robots->16|upgrade:growth->41
22270,43897507.94,10946908035.20,8158,85,upgrade:growth->42
22280,44677363.24,11386662969.86,8158,85,
22290,44677363.24,11833436602.22,8158,85,upgrade:growth->43
22300,45457218.54,12284109511.10,8158,85,
22310,45457218.54,12738681696.48,8158,85,upgrade:growth->44|upgrade:rate->12
22320,46237073.84,13194813592.46,8158,85,
22330,46237073.84,13657184330.85,8158,85,
22340,46237073.84,14119555069.25,8158,85,
22350,46237073.84,14581925807.64,8158,85,upgrade:growth->45|garden:flower->58|prestige-66|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:value->5|upgrade:rate->3|upgrade:growth->1|upgrade:robots->9|upgrade:growth->2|upgrade:value->6|upgrade:value->7|upgrade:rate->4|upgrade:growth->3|upgrade:robots->10|upgrade:growth->4|upgrade:value->8|upgrade:value->9|upgrade:rate->5|upgrade:growth->5|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:rock->2|upgrade:value->12|garden:flower->1|upgrade:robots->11|upgrade:growth->6|upgrade:growth->7|upgrade:rate->6|upgrade:growth->8|upgrade:robots->12|upgrade:growth->9|garden:rock->3|upgrade:value->13|garden:rock->4|garden:fountain->1|garden:flower->2|upgrade:value->14|garden:rock->5|garden:flower->3|upgrade:rate->7|upgrade:growth->10|garden:tree->1|garden:tree->2|garden:rock->6|garden:tree->3|upgrade:value->15|garden:flower->4|garden:fountain->2|garden:rock->7|garden:flower->5|upgrade:value->16|garden:rock->8|garden:flower->6|garden:fountain->3|garden:rock->9|garden:flower->7|upgrade:value->17|garden:flower->8|garden:rock->10|grass:thick|upgrade:value->18|garden:flower->9|garden:fountain->4|garden:rock->11|garden:flower->10|upgrade:value->19|garden:rock->12|garden:flower->11|grass:crystal
22360,11107413.65,14841588861.38,22339,85,garden:rock->13|garden:fountain->5|upgrade:value->20|garden:flower->12|garden:rock->14|upgrade:value->21|garden:flower->13|garden:rock->15|garden:fountain->6|garden:flower->14|garden:rock->16|upgrade:value->22|garden:tree->4|upgrade:robots->13|upgrade:growth->11|garden:pond->1|garden:pond->2|upgrade:rate->8|upgrade:growth->12|garden:tree->5|upgrade:growth->13|tool:Push Mower|upgrade:growth->14|upgrade:growth->15|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|garden:tree->8|upgrade:growth->18|garden:pond->5|garden:tree->9|upgrade:growth->19|garden:tree->10|garden:pond->6|upgrade:growth->20|garden:rock->17|upgrade:value->23|garden:fountain->7|garden:tree->11|garden:rock->18|garden:pond->7|upgrade:growth->21|garden:flower->15|upgrade:value->24|garden:tree->12|garden:rock->19|grass:golden|garden:flower->16|upgrade:growth->22|garden:fountain->8|garden:rock->20|garden:pond->8|upgrade:value->25|garden:tree->13|garden:flower->17|garden:rock->21|upgrade:growth->23|upgrade:value->26|garden:flower->18|garden:tree->14|garden:pond->9|garden:fountain->9|garden:rock->22|garden:flower->19|upgrade:growth->24|upgrade:value->27|garden:tree->15|garden:rock->23|garden:flower->20|garden:pond->10|upgrade:growth->25|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:tree->16|garden:flower->21|garden:rock->25|garden:flower->22|upgrade:growth->26|garden:tree->17|upgrade:value->29|garden:rock->26|garden:flower->23|garden:tree->18|upgrade:value->30|garden:rock->27|garden:flower->24|garden:tree->19|garden:rock->28|garden:flower->25|upgrade:value->31|garden:flower->26|garden:rock->29|garden:tree->20|upgrade:value->32|garden:flower->27|garden:rock->30|upgrade:growth->27|upgrade:robots->14|upgrade:growth->28|upgrade:growth->29|garden:tree->21|upgrade:value->33|garden:flower->28|garden:rock->31|garden:tree->22|garden:flower->29|garden:rock->32|upgrade:value->34|garden:flower->30|garden:tree->23|garden:rock->33|upgrade:value->35|garden:flower->31|garden:rock->34|garden:tree->24|garden:flower->32|upgrade:value->36|garden:rock->35|garden:flower->33|garden:rock->36|upgrade:value->37|garden:flower->34|garden:tree->25|upgrade:rate->9|upgrade:growth->30|upgrade:growth->31|upgrade:growth->32|upgrade:rate->10|upgrade:growth->33|upgrade:growth->34|garden:tree->26|garden:rock->37|garden:flower->35|upgrade:value->38|garden:rock->38|garden:tree->27|garden:flower->36|upgrade:value->39|garden:rock->39|garden:flower->37|garden:tree->28|garden:rock->40|garden:flower->38|garden:tree->29|garden:flower->39|garden:flower->40|garden:flower->41|garden:flower->42|garden:flower->43|upgrade:value->40|garden:tree->30|garden:flower->44|garden:flower->45
22370,86374171.34,15424240068.92,22339,85,upgrade:value->41|upgrade:growth->35|upgrade:robots->15|upgrade:growth->36|upgrade:growth->37|garden:tree->31|garden:flower->46|garden:flower->47|upgrade:value->42|garden:tree->32|garden:flower->48|upgrade:value->43|upgrade:growth->38|upgrade:rate->11|upgrade:growth->39|garden:flower->49
22380,101924325.71,16388179115.30,22339,85,upgrade:growth->40|garden:tree->33|garden:flower->50|upgrade:value->44|garden:tree->34|garden:flower->51|upgrade:value->45|garden:tree->35
22390,108588070.98,17442152132.44,22339,85,garden:flower->52|garden:flower->53|upgrade:value->46|garden:tree->36|garden:flower->54
22400,110986148.43,18540188586.27,22339,85,upgrade:value->47|garden:tree->37|garden:flower->55
22410,113308433.16,19663725302.49,22339,85,upgrade:value->48|garden:tree->38|garden:flower->56|garden:flower->57
22420,115683063.25,20805911857.56,22339,85,
22430,115683063.25,21962742490.07,22339,85,upgrade:value->49|garden:tree->39|upgrade:robots->16|upgrade:growth->41
22440,120110847.80,23139542912.96,22339,85,upgrade:growth->42|upgrade:growth->43
22450,124378474.18,24361989522.87,22339,85,upgrade:growth->44|upgrade:rate->12
22460,126512287.37,25614309517.43,22339,85,upgrade:growth->45
22470,128646100.56,26883700017.51,22339,85,garden:flower->58
22480,128691246.25,28170612480.05,22339,85,upgrade:value->50
22490,131003065.05,29462148580.18,22339,85,
22500,131003065.05,30772179230.67,22339,85,upgrade:growth->46|garden:tree->40|garden:flower->59
22510,133402179.00,32096058713.92,22339,85,garden:flower->60
22520,133448135.70,33430494114.22,22339,85,
22530,133448135.70,34764975471.23,22339,85,upgrade:value->51
22540,135803102.80,36111231663.73,22339,85,
22550,135803102.80,37469262691.74,22339,85,upgrade:growth->47|upgrade:robots->17
22560,138013579.94,38829504196.88,22339,85,garden:flower->61
22570,138060347.63,40210014137.82,22339,85,
22580,138060347.63,41590617614.16,22339,85,
22590,138060347.63,42971221090.49,22339,85,upgrade:value->52
22600,140454457.71,44363795117.19,22339,85,
22610,140454457.71,45768339694.27,22339,85,
22620,140454457.71,47172884271.35,22339,85,upgrade:growth->48
22630,142703266.82,48581926466.64,22339,85,garden:flower->62
22640,142750845.51,50009339764.39,22339,85,
22650,142750845.51,51436848219.53,22339,85,
22660,142750845.51,52864356674.68,22339,85,
22670,142750845.51,54291865129.82,22339,85,upgrade:value->53
22680,145184098.56,55724240091.06,22339,85,garden:flower->63
22690,145232488.26,57176419804.56,50722,85,prestige-67|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:robots->8|upgrade:value->4|upgrade:value->5|upgrade:rate->3|upgrade:growth->1|upgrade:robots->9|upgrade:growth->2|upgrade:value->6|upgrade:value->7|upgrade:rate->4|upgrade:growth->3|upgrade:robots->10|upgrade:growth->4|upgrade:value->8|upgrade:value->9|upgrade:rate->5|upgrade:growth->5|upgrade:value->10|upgrade:value->11|garden:rock->1|garden:rock->2|upgrade:value->12|garden:flower->1|upgrade:robots->11|upgrade:growth->6|upgrade:growth->7|upgrade:rate->6|upgrade:growth->8|upgrade:robots->12|upgrade:growth->9|garden:rock->3|upgrade:value->13|garden:rock->4|garden:fountain->1|garden:flower->2|upgrade:value->14|garden:rock->5|garden:flower->3|upgrade:rate->7|upgrade:growth->10|garden:tree->1|garden:tree->2|garden:rock->6|garden:tree->3|upgrade:value->15|garden:flower->4|garden:fountain->2|garden:rock->7|garden:flower->5|upgrade:value->16|garden:rock->8|garden:flower->6|garden:fountain->3|garden:rock->9|garden:flower->7|upgrade:value->17|garden:flower->8|garden:rock->10|grass:thick|upgrade:value->18|garden:flower->9|garden:fountain->4|garden:rock->11|garden:flower->10|upgrade:value->19|garden:rock->12|garden:flower->11|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:value->20|garden:flower->12|garden:rock->14|upgrade:value->21|garden:flower->13|garden:rock->15|garden:fountain->6|garden:flower->14|garden:rock->16|upgrade:value->22|garden:tree->4|upgrade:robots->13|upgrade:growth->11|garden:pond->1|garden:pond->2|upgrade:rate->8|upgrade:growth->12|garden:tree->5|upgrade:growth->13|tool:Push Mower|upgrade:growth->14|upgrade:growth->15|garden:pond->3|upgrade:growth->16|garden:tree->6|garden:tree->7|upgrade:growth->17|garden:pond->4|garden:tree->8|upgrade:growth->18|garden:pond->5|garden:tree->9|upgrade:growth->19|garden:tree->10|garden:pond->6|upgrade:growth->20|garden:rock->17|upgrade:value->23|garden:fountain->7|garden:tree->11|garden:rock->18|garden:pond->7|upgrade:growth->21|garden:flower->15|upgrade:value->24|garden:tree->12|garden:rock->19|grass:golden|garden:flower->16|upgrade:growth->22|garden:fountain->8|garden:rock->20|garden:pond->8|upgrade:value->25|garden:tree->13|garden:flower->17|garden:rock->21|upgrade:growth->23|upgrade:value->26|garden:flower->18|garden:tree->14|garden:pond->9|garden:fountain->9|garden:rock->22|garden:flower->19|upgrade:growth->24|upgrade:value->27|garden:tree->15|garden:rock->23|garden:flower->20|garden:pond->10|upgrade:growth->25|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:tree->16|garden:flower->21|garden:rock->25|garden:flower->22|upgrade:growth->26|garden:tree->17|upgrade:value->29|garden:rock->26|garden:flower->23|garden:tree->18|upgrade:value->30|garden:rock->27|garden:flower->24|garden:tree->19|garden:rock->28|garden:flower->25|upgrade:value->31|garden:flower->26|garden:rock->29|garden:tree->20|upgrade:value->32|garden:flower->27|garden:rock->30
22700,125978277.25,57636812977.96,50722,85,upgrade:growth->27|upgrade:robots->14|upgrade:growth->28|upgrade:growth->29|garden:tree->21|upgrade:value->33|garden:flower->28|garden:rock->31|garden:tree->22|garden:flower->29|garden:rock->32|upgrade:value->34|garden:flower->30|garden:tree->23|garden:rock->33|upgrade:value->35|garden:flower->31|garden:rock->34|garden:tree->24|garden:flower->32|upgrade:value->36|garden:rock->35|garden:flower->33|garden:rock->36|upgrade:value->37|garden:flower->34|garden:tree->25|upgrade:rate->9|upgrade:growth->30|upgrade:growth->31|upgrade:growth->32|upgrade:rate->10|upgrade:growth->33|upgrade:growth->34|garden:tree->26|garden:rock->37|garden:flower->35|upgrade:value->38|garden:rock->38|garden:tree->27|garden:flower->36|upgrade:value->39|garden:rock->39|garden:flower->37|garden:tree->28|garden:rock->40|garden:flower->38|upgrade:value->40|garden:tree->29|garden:flower->39|upgrade:value->41|upgrade:growth->35|upgrade:robots->15|upgrade:growth->36|upgrade:growth->37|garden:tree->30|garden:flower->40|garden:flower->41|garden:tree->31|garden:flower->42|upgrade:value->42|garden:tree->32|garden:flower->43|garden:flower->44|garden:flower->45|garden:flower->46|garden:flower->47|garden:flower->48|upgrade:value->43|upgrade:growth->38|upgrade:rate->11|upgrade:growth->39|garden:flower->49|upgrade:growth->40|garden:tree->33|garden:flower->50|upgrade:value->44|garden:tree->34|garden:flower->51
22710,241355566.80,59815572847.55,50722,85,upgrade:value->45|garden:tree->35|garden:flower->52|garden:flower->53|upgrade:value->46|garden:tree->36|garden:flower->54|upgrade:value->47|garden:tree->37|garden:flower->55
22720,257208977.19,62339785169.24,50722,85,upgrade:value->48|garden:tree->38|garden:flower->56|garden:flower->57|upgrade:value->49
22730,267403009.94,64959600396.32,50722,85,garden:tree->39|upgrade:robots->16|upgrade:growth->41|upgrade:growth->42|upgrade:growth->43|upgrade:growth->44|upgrade:rate->12
22740,287181590.35,67739385354.25,50722,85,upgrade:growth->45|garden:flower->58
22750,292127804.60,70635932329.01,50722,85,upgrade:value->50
22760,297375609.47,73593945009.11,50722,85,upgrade:growth->46|garden:tree->40|garden:flower->59|garden:flower->60
22770,302925894.69,76616929811.48,50722,85,upgrade:value->51
22780,308271645.77,79678263264.84,50722,85,upgrade:growth->47|upgrade:robots->17|garden:flower->61
22790,313395568.31,82786493173.03,50722,85,
22800,313395568.31,85920448856.12,50722,85,upgrade:value->52
22810,318830173.54,89103315986.28,50722,85,upgrade:growth->48|garden:flower->62
22820,324042950.23,92317465598.81,50722,85,
22830,324042950.23,95557895101.08,50722,85,upgrade:value->53|garden:flower->63
22840,329676253.72,98815004825.60,50722,85,
22850,329676253.72,102111767362.81,50722,85,
22860,329676253.72,105408529900.01,50722,85,upgrade:growth->49|garden:flower->64
22870,334977884.56,108758089057.35,50722,85,
22880,334977884.56,112107867902.91,50722,85,
22890,334977884.56,115457646748.47,50722,85,upgrade:value->54
22900,340592039.05,118863567138.94,50722,85,
22910,340592039.05,122269487529.40,50722,85,upgrade:growth->50
22920,345870838.95,125680686719.77,50722,85,garden:flower->65
22930,345982524.03,129140288589.91,50722,85,
22940,345982524.03,132600113830.21,50722,85,
22950,345982524.03,136059939070.51,50722,85,
22960,345982524.03,139519764310.81,50722,85,upgrade:value->55|garden:flower->66
22970,351799058.71,143031484259.05,50722,85,garden:flower->67
22980,351912584.75,146550610106.54,50722,85,
22990,351912584.75,150069735954.02,50722,85,
23000,351912584.75,153588861801.51,50722,85,
23010,351912584.75,157107987649.00,50722,85,
23020,351912584.75,160627113496.48,50722,85,upgrade:value->56
23030,357619275.31,164180479487.35,50722,85,
23040,357619275.31,167756672240.47,50722,85,
23050,357619275.31,171332864993.59,50722,85,
23060,357619275.31,174909057746.71,50722,85,upgrade:growth->51|upgrade:rate->13
23070,363072101.59,178523420283.77,50722,85,
23080,363072101.59,182154141299.65,50722,85,
23090,363072101.59,185784862315.54,50722,85,
23100,363072101.59,189415583331.43,50722,85,
23110,363072101.59,193046304347.32,50722,85,upgrade:growth->52
23120,368524927.87,196682478189.49,50722,85,garden:flower->68
23130,368640294.87,200368304303.16,50722,85,
23140,368640294.87,204054707251.85,50722,85,prestige-68|ascend-7
23150,2.72,8.16,0,137,upgrade:robots->2
23160,5.44,43.52,0,137,upgrade:robots->3
23170,8.16,114.24,0,137,upgrade:robots->4
23180,10.88,220.32,0,137,
23190,10.88,329.12,0,137,tool:Hedge Shears|upgrade:robots->5
23200,27.20,514.08,0,137,upgrade:value->1|upgrade:robots->6|upgrade:value->2
23210,42.43,875.02,0,137,upgrade:robots->7|upgrade:rate->1|upgrade:value->3
23220,63.50,1427.25,0,137,upgrade:value->4|upgrade:value->5
23230,76.64,2147.63,0,137,upgrade:value->6
23240,83.20,2966.54,0,137,upgrade:value->7|garden:flower->1|upgrade:rate->2|upgrade:growth->1
23250,102.70,3935.36,0,137,upgrade:value->8|garden:flower->2|garden:flower->3
23260,112.84,5015.34,0,137,upgrade:robots->8|upgrade:growth->2|upgrade:growth->3|upgrade:rate->3|upgrade:growth->4
23270,142.76,6304.93,0,137,upgrade:robots->9|upgrade:growth->5|garden:rock->1|garden:flower->4
23280,162.23,7850.04,0,137,garden:rock->2
23290,163.03,9480.36,0,137,
23300,163.03,11110.69,0,137,grass:clover|upgrade:value->9
23310,212.66,13043.04,0,137,upgrade:value->10
23320,226.24,15210.38,0,137,upgrade:value->11
23330,239.81,17486.33,0,137,garden:flower->5
23340,241.40,19898.77,0,137,upgrade:value->12|garden:flower->6
23350,256.75,22355.48,0,137,garden:rock->3|upgrade:rate->4|upgrade:growth->6|upgrade:growth->7
23360,283.66,25043.19,0,137,upgrade:robots->10|upgrade:growth->8|garden:rock->4
23370,315.60,28068.08,0,137,garden:flower->7|upgrade:rate->5|upgrade:growth->9
23380,337.06,31267.85,0,137,garden:tree->1|garden:tree->2|garden:rock->5|garden:flower->8
23390,343.56,34675.23,0,137,garden:rock->6|garden:tree->3|garden:flower->9
23400,348.53,38142.14,0,137,garden:rock->7|garden:flower->10|garden:tree->4
23410,353.54,41657.91,0,137,garden:rock->8|garden:flower->11
23420,356.98,45208.69,0,137,
23430,356.98,48778.45,0,137,
23440,356.98,52348.21,0,137,prestige-69
23450,4.86,54861.61,7,137,upgrade:robots->2|upgrade:robots->3
23460,14.57,54958.72,7,137,upgrade:robots->4
23470,19.42,55148.07,7,137,tool:Hedge Shears|upgrade:robots->5|upgrade:value->1
23480,55.83,55512.21,7,137,upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:value->4
23490,125.07,56427.80,7,137,upgrade:value->5|upgrade:rate->2|upgrade:growth->1|upgrade:value->6|upgrade:robots->8
23500,174.31,57901.00,7,137,upgrade:growth->2|upgrade:value->7|upgrade:value->8|garden:flower->1
23510,224.51,59943.30,7,137,garden:flower->2|garden:flower->3|garden:flower->4|garden:rock->1|upgrade:rate->3|upgrade:growth->3|garden:rock->2
23520,256.98,62358.11,7,137,
23530,256.98,64927.89,7,137,grass:clover|upgrade:value->9
23540,334.94,68113.77,7,137,upgrade:value->10|upgrade:growth->4|upgrade:robots->9|upgrade:growth->5|upgrade:rate->4|upgrade:growth->6
23550,444.50,72123.92,7,137,upgrade:value->11|upgrade:robots->10|upgrade:growth->7
23560,506.98,76905.85,7,137,upgrade:growth->8|upgrade:rate->5|upgrade:growth->9
23570,570.15,82436.10,7,137,upgrade:value->12|garden:flower->5|garden:rock->3|garden:flower->6|garden:rock->4|garden:flower->7|garden:rock->5|upgrade:robots->11
23580,622.10,88498.38,7,137,upgrade:growth->10|garden:tree->1|garden:tree->2|garden:flower->8|garden:rock->6
23590,668.83,94965.73,7,137,garden:tree->3|garden:flower->9|garden:rock->7|garden:flower->10|garden:tree->4
23600,684.07,101745.38,7,137,garden:rock->8|garden:flower->11
23610,690.46,108640.75,7,137,
23620,690.46,115545.40,7,137,grass:thick
23630,838.55,122598.13,7,137,upgrade:value->13
23640,883.47,131208.20,7,137,garden:fountain->1
23650,954.15,140254.92,7,137,upgrade:value->14
23660,1002.66,150038.97,7,137,upgrade:value->15|garden:pond->1
23670,1064.69,160273.16,7,137,
23680,1064.69,170920.01,7,137,garden:fountain->2
23690,1143.55,181961.19,7,137,upgrade:value->16
23700,1196.33,193502.26,7,137,garden:tree->5|garden:rock->9|garden:flower->12|garden:rock->10|garden:flower->13
23710,1221.74,205616.20,7,137,garden:tree->6|upgrade:rate->6|upgrade:growth->11
23720,1288.14,218120.62,7,137,upgrade:growth->12|upgrade:robots->12
23730,1349.43,231526.85,7,137,upgrade:growth->13|garden:pond->2
23740,1426.05,245741.34,7,137,prestige-70|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4
23750,61.37,255861.75,23,137,tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:value->4|upgrade:value->5|upgrade:rate->2|upgrade:growth->1|upgrade:value->6|upgrade:robots->8|upgrade:growth->2
23760,606.34,259326.13,23,137,upgrade:value->7|upgrade:value->8|upgrade:value->9|garden:flower->1|upgrade:value->10|garden:flower->2|garden:flower->3|garden:rock->1
23770,817.35,266803.33,23,137,upgrade:value->11|garden:flower->4|upgrade:rate->3|upgrade:growth->3|upgrade:growth->4|upgrade:robots->9|upgrade:growth->5|upgrade:rate->4|upgrade:growth->6|garden:rock->2|grass:clover|upgrade:robots->10|upgrade:growth->7|upgrade:growth->8
23780,1423.28,278508.11,23,137,upgrade:rate->5|upgrade:growth->9|upgrade:value->12|garden:rock->3|garden:flower->5|garden:flower->6|upgrade:value->13|garden:rock->4|garden:rock->5|garden:flower->7
23790,1775.04,294730.92,23,137,garden:flower->8|upgrade:robots->11|upgrade:growth->10|garden:tree->1|garden:tree->2|garden:tree->3|garden:fountain->1|garden:rock->6|garden:flower->9
23800,2080.76,313896.86,23,137,garden:rock->7|garden:tree->4|garden:flower->10|garden:rock->8|garden:flower->11
23810,2123.77,335077.79,23,137,grass:thick|upgrade:value->14|upgrade:value->15
23820,2631.63,359163.76,23,137,garden:pond->1|garden:fountain->2
23830,2863.23,386413.80,23,137,upgrade:value->16|garden:tree->5|garden:rock->9|garden:rock->10|garden:flower->12|garden:flower->13|garden:tree->6|upgrade:rate->6|upgrade:growth->11
23840,3221.98,416603.43,23,137,upgrade:growth->12|upgrade:robots->12|upgrade:growth->13|garden:pond->2
23850,3570.51,451079.07,23,137,garden:fountain->3
23860,3816.75,488015.38,23,137,upgrade:value->17|upgrade:value->18|garden:rock->11
23870,4173.30,528054.92,23,137,garden:tree->7|garden:flower->14|garden:rock->12|garden:tree->8|garden:rock->13|garden:flower->15|garden:flower->16
23880,4273.54,570439.07,23,137,garden:rock->14|garden:flower->17|garden:flower->18|garden:tree->9|upgrade:rate->7
23890,4329.15,613578.05,23,137,upgrade:growth->14|upgrade:growth->15|upgrade:robots->13|garden:pond->3|garden:tree->10
23900,4757.62,659777.04,23,137,
23910,4757.62,707353.25,23,137,
23920,4757.62,754929.47,23,137,grass:crystal|upgrade:growth->16
23930,5637.86,808284.50,23,137,garden:fountain->4
23940,6001.59,865754.25,23,137,upgrade:value->19|garden:pond->4
23950,6303.19,927161.55,23,137,
23960,6303.19,990193.44,23,137,garden:fountain->5
23970,6685.20,1056281.42,23,137,upgrade:value->20
23980,6945.66,1125477.58,23,137,upgrade:value->21|garden:rock->15|garden:tree->11|garden:flower->19
23990,7274.99,1196745.18,23,137,garden:rock->16|garden:flower->20
24000,7321.77,1269877.28,23,137,
24010,7321.77,1343094.95,23,137,garden:fountain->6
24020,7740.15,1417986.18,23,137,
24030,7740.15,1495387.72,23,137,upgrade:value->22|garden:rock->17
24040,8057.05,1575213.02,23,137,prestige-71|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:value->4|upgrade:rate->2
24050,1634.52,1634223.57,71,137,upgrade:growth->1|upgrade:robots->8|upgrade:growth->2|upgrade:value->5|upgrade:value->6|upgrade:value->7|upgrade:rate->3|upgrade:growth->3|upgrade:value->8|upgrade:robots->9|upgrade:growth->4|upgrade:value->9|garden:flower->1|upgrade:value->10|upgrade:growth->5|upgrade:rate->4|upgrade:growth->6|upgrade:robots->10|upgrade:growth->7|upgrade:value->11|garden:rock->1|garden:rock->2|garden:flower->2|garden:flower->3|garden:flower->4|upgrade:value->12|garden:rock->3|garden:flower->5|garden:flower->6|upgrade:value->13|garden:rock->4|garden:rock->5|garden:flower->7|garden:flower->8|garden:tree->1|upgrade:rate->5|upgrade:growth->8|upgrade:growth->9|upgrade:robots->11|upgrade:growth->10|garden:tree->2|upgrade:rate->6|upgrade:growth->11
24060,7356.46,1684345.53,71,137,garden:tree->3|garden:fountain->1|upgrade:value->14|garden:rock->6|garden:flower->9|upgrade:value->15|garden:rock->7|garden:tree->4|garden:rock->8|garden:flower->10|garden:fountain->2|garden:flower->11|grass:thick|garden:pond->1
24070,10538.31,1775434.12,71,137,upgrade:value->16|garden:tree->5|garden:rock->9|garden:rock->10|garden:tree->6|upgrade:robots->12|upgrade:growth->12|upgrade:growth->13|upgrade:rate->7|upgrade:growth->14|garden:flower->12|garden:flower->13|garden:fountain->3|garden:pond->2|upgrade:value->17|garden:pond->3
24080,14709.77,1903174.65,71,137,upgrade:value->18|garden:rock->11|garden:rock->12|garden:flower->14|garden:flower->15|garden:tree->7|upgrade:robots->13|upgrade:growth->15|garden:tree->8|garden:fountain->4|garden:rock->13|garden:rock->14|garden:tree->9
24090,17549.13,2064344.39,71,137,garden:tree->10|garden:flower->16|garden:flower->17|garden:flower->18|grass:crystal
24100,19724.51,2247290.65,71,137,upgrade:value->19|upgrade:growth->16|upgrade:rate->8|upgrade:growth->17|garden:pond->4|garden:fountain->5
24110,23684.02,2469289.40,71,137,upgrade:value->20|garden:pond->5|upgrade:value->21|garden:rock->15|garden:rock->16|garden:flower->19|garden:tree->11|tool:Push Mower
24120,26110.21,2722110.16,71,137,upgrade:growth->18|upgrade:growth->19|garden:flower->20
24130,27996.43,2998235.50,71,137,garden:fountain->6|upgrade:value->22|garden:pond->6
24140,30919.68,3301884.77,71,137,upgrade:growth->20|garden:rock->17|upgrade:value->23|garden:rock->18|garden:tree->12|garden:flower->21|garden:tree->13
24150,33569.21,3627837.06,71,137,garden:flower->22|garden:fountain->7
24160,35423.88,3965726.36,71,137,garden:pond->7|garden:rock->19|garden:rock->20|garden:tree->14|garden:flower->23|garden:rock->21|garden:flower->24|garden:tree->15
24170,36464.62,4327316.98,71,137,garden:flower->25
24180,36505.29,4692369.85,71,137,grass:golden
24190,40186.04,5064784.21,71,137,upgrade:growth->21
24200,41436.12,5475395.17,71,137,upgrade:value->24|upgrade:growth->22
24210,44125.07,5908892.51,71,137,garden:fountain->8
24220,46387.89,6354668.84,71,137,garden:pond->8|upgrade:value->25
24230,48251.24,6826515.17,71,137,upgrade:growth->23
24240,49654.03,7314638.71,71,137,upgrade:value->26|garden:rock->22
24250,51453.82,7817914.64,71,137,garden:tree->16|garden:flower->26
24260,51622.25,8334089.85,71,137,garden:fountain->9
24270,54140.41,8855348.67,71,137,garden:pond->9
24280,54521.55,9400564.12,71,137,upgrade:growth->24
24290,56046.09,9957975.94,71,137,upgrade:value->27|garden:rock->23
24300,58021.98,10527795.89,71,137,garden:pond->10|garden:rock->24|garden:flower->27|garden:tree->17|garden:flower->28
24310,58913.77,11114736.14,71,137,garden:tree->18|garden:flower->29
24320,59097.46,11705423.88,71,137,
24330,59097.46,12296398.46,71,137,
24340,59097.46,12887373.04,71,137,garden:fountain->10|prestige-72|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:value->3|upgrade:rate->2|upgrade:value->4|upgrade:value->5|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:robots->8|upgrade:growth->1|upgrade:growth->2|upgrade:rate->3|upgrade:growth->3|upgrade:robots->9|upgrade:growth->4|upgrade:rate->4|upgrade:growth->5|upgrade:robots->10|upgrade:growth->6|upgrade:value->10|garden:rock->1|garden:flower->1|garden:flower->2|garden:flower->3
