t_sec,coins_per_sec,total_earned,total_gems_earned,total_rubies_earned,events
15420,31948.36,4442157.69,102,32,upgrade:value->22|garden:pond->6|upgrade:growth->20|garden:rock->17
15430,34625.40,4773699.76,102,32,upgrade:value->23|garden:rock->18|garden:tree->12|upgrade:rate->8|garden:tree->13|garden:flower->21|garden:flower->22
15440,36286.66,5129031.91,102,32,garden:fountain->7|garden:pond->7|garden:rock->19|garden:rock->20
15450,38901.80,5501174.89,102,32,garden:tree->14|garden:flower->23|garden:tree->15|garden:rock->21|garden:flower->24|garden:flower->25
15460,39439.28,5893970.06,102,32,
15470,39439.28,6288362.88,102,32,grass:golden|upgrade:growth->21
15480,44736.24,6713119.88,102,32,upgrade:value->24
15490,46244.21,7169530.08,102,32,garden:fountain->8|garden:pond->8
15500,48980.54,7647660.48,102,32,upgrade:value->25
15510,50577.74,8147049.07,102,32,upgrade:value->26|garden:pond->9|garden:rock->22|garden:tree->16
15520,52931.54,8664569.92,102,32,garden:flower->26
15530,52992.73,9194436.01,102,32,garden:fountain->9
15540,55577.74,9732118.32,102,32,
15550,55577.74,10287895.70,102,32,upgrade:value->27|garden:rock->23|garden:rock->24|garden:tree->17|garden:flower->27
15560,58003.79,10864600.11,102,32,garden:flower->28|garden:tree->18|tool:Push Mower|upgrade:growth->22
15570,59915.53,11449704.98,102,32,upgrade:growth->23
15580,61618.62,12057375.76,102,32,upgrade:growth->24|garden:pond->10
15590,63747.48,12682503.20,102,32,garden:flower->29
15600,63814.22,13320578.65,102,32,
15610,63814.22,13958720.84,102,32,garden:fountain->10
15620,66782.32,14611703.55,102,32,upgrade:growth->25
15630,68564.62,15283091.37,102,32,
15640,68564.62,15968737.61,102,32,prestige-44|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:speed->1|upgrade:value->3|upgrade:rate->1|upgrade:growth->1|upgrade:value->4|upgrade:value->5|upgrade:rate->2|upgrade:growth->2|upgrade:value->6|upgrade:robots->8|upgrade:growth->3|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|garden:flower->1|garden:rock->1|garden:flower->2|garden:flower->3|upgrade:value->11|upgrade:growth->4|upgrade:rate->3|upgrade:growth->5|upgrade:robots->9|upgrade:growth->6|garden:rock->2|upgrade:value->12|garden:rock->3|garden:flower->4|garden:flower->5|garden:flower->6|upgrade:rate->4|upgrade:growth->7|upgrade:growth->8|upgrade:robots->10|upgrade:growth->9|upgrade:value->13|garden:tree->1|garden:rock->4|garden:fountain->1|garden:tree->2|garden:rock->5|garden:flower->7|upgrade:value->14|garden:rock->6|upgrade:value->15|garden:rock->7|garden:tree->3|garden:rock->8|garden:flower->8|upgrade:rate->5|upgrade:growth->10|upgrade:growth->11|upgrade:robots->11|upgrade:growth->12|garden:tree->4|garden:flower->9|garden:flower->10|garden:fountain->2|garden:pond->1|upgrade:value->16|garden:rock->9|garden:tree->5|garden:rock->10|garden:tree->6|garden:flower->11
15650,41952.46,16284687.95,253,32,garden:fountain->3|upgrade:value->17|grass:thick|garden:flower->12|garden:flower->13|upgrade:value->18|garden:rock->11|garden:rock->12|garden:tree->7|upgrade:rate->6|upgrade:growth->13|garden:pond->2|upgrade:growth->14|upgrade:robots->12|upgrade:growth->15|garden:pond->3|garden:tree->8|garden:flower->14|garden:fountain->4|upgrade:value->19|garden:pond->4|garden:rock->13|garden:flower->15|garden:rock->14|garden:flower->16|garden:flower->17|garden:flower->18|garden:tree->9|upgrade:rate->7|upgrade:growth->16|upgrade:growth->17|upgrade:robots->13|garden:tree->10|grass:crystal
15660,79102.32,16914729.72,253,32,garden:fountain->5|upgrade:value->20|upgrade:growth->18|garden:pond->5|upgrade:value->21|garden:rock->15|garden:rock->16|garden:tree->11|garden:flower->19|garden:flower->20|garden:fountain->6|upgrade:value->22|garden:pond->6|garden:rock->17|upgrade:value->23|garden:rock->18|garden:tree->12
15670,110947.01,17894918.22,253,32,garden:tree->13|garden:flower->21|garden:flower->22|garden:fountain->7|garden:pond->7|upgrade:value->24|garden:rock->19|garden:rock->20|garden:rock->21|garden:tree->14|upgrade:rate->8|upgrade:growth->19|upgrade:growth->20|garden:tree->15|garden:flower->23
15680,133349.98,19099859.40,253,32,garden:flower->24|garden:flower->25|grass:golden|garden:fountain->8
15690,151522.74,20496037.12,253,32,upgrade:value->25|upgrade:value->26|garden:rock->22|garden:tree->16|tool:Push Mower|upgrade:growth->21|upgrade:growth->22|garden:pond->8
15700,173919.97,22117651.26,253,32,upgrade:growth->23|garden:flower->26|garden:fountain->9|garden:pond->9
15710,189187.98,23933735.15,253,32,upgrade:growth->24|upgrade:value->27|garden:rock->23|garden:pond->10|garden:rock->24|garden:tree->17|garden:tree->18|garden:flower->27|garden:flower->28
15720,204878.10,25924538.58,253,32,garden:flower->29|garden:fountain->10
15730,214584.44,28003623.36,253,32,upgrade:growth->25|upgrade:value->28|garden:rock->25
15740,227907.00,30230568.20,253,32,upgrade:growth->26|upgrade:value->29
15750,240615.58,32558120.90,253,32,garden:rock->26|upgrade:growth->27|garden:flower->30
15760,248035.91,34987483.28,253,32,upgrade:value->30|garden:rock->27
15770,256118.46,37490961.72,253,32,garden:rock->28|garden:tree->19|garden:flower->31
15780,257975.62,40069792.65,253,32,upgrade:value->31
15790,265011.31,42698798.70,253,32,upgrade:growth->28|garden:rock->29|garden:tree->20|garden:flower->32
15800,273519.18,45395118.08,253,32,garden:tree->21|garden:flower->33
15810,274271.23,48137627.75,253,32,upgrade:value->32
15820,281552.76,50902184.62,253,32,
15830,281552.76,53717712.24,253,32,upgrade:growth->29|garden:rock->30|garden:tree->22|garden:flower->34
15840,290355.73,56606429.20,253,32,
15850,290355.73,59509986.49,253,32,upgrade:value->33
15860,297864.93,62428562.18,253,32,garden:rock->31
15870,299159.99,65418867.05,253,32,
15880,299159.99,68410466.99,253,32,upgrade:growth->30|garden:rock->32|garden:flower->35
15890,307705.75,71479384.58,253,32,garden:tree->23|garden:flower->36
15900,308508.10,74564033.32,253,32,
15910,308508.10,77649114.33,253,32,
15920,308508.10,80734195.34,253,32,upgrade:value->34
15930,316285.62,83897051.51,253,32,
15940,316285.62,87059907.67,253,32,prestige-45|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:speed->1|upgrade:value->3|upgrade:value->4|upgrade:value->5|upgrade:rate->2|upgrade:growth->1|upgrade:value->6|upgrade:robots->8|upgrade:growth->2|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:flower->1|garden:rock->1|garden:flower->2|garden:rock->2|upgrade:value->12|garden:flower->3|garden:rock->3|garden:flower->4|upgrade:growth->3|upgrade:rate->3|upgrade:growth->4|upgrade:robots->9|upgrade:growth->5|upgrade:rate->4|upgrade:growth->6|upgrade:value->13|garden:rock->4|garden:fountain->1|upgrade:value->14|garden:rock->5|garden:flower->5|garden:rock->6|garden:flower->6|upgrade:value->15|garden:fountain->2|garden:rock->7|garden:flower->7|upgrade:value->16|garden:rock->8|garden:flower->8|garden:fountain->3|garden:flower->9|garden:rock->9|garden:flower->10|garden:tree->1|upgrade:robots->10|upgrade:growth->7|upgrade:growth->8|upgrade:rate->5|upgrade:growth->9|upgrade:value->17|garden:rock->10|grass:thick|upgrade:value->18|garden:tree->2|upgrade:robots->11|upgrade:growth->10|upgrade:growth->11|upgrade:rate->6|upgrade:growth->12|garden:tree->3|garden:pond->1|garden:rock->11|garden:flower->11|garden:flower->12|garden:fountain->4|upgrade:value->19|garden:rock->12|garden:rock->13|upgrade:robots->12|upgrade:growth->13|garden:tree->4|upgrade:growth->14|upgrade:rate->7|garden:pond->2|upgrade:growth->15|garden:tree->5|garden:pond->3|grass:crystal|garden:fountain->5|garden:flower->13|garden:flower->14|garden:flower->15|upgrade:value->20|garden:rock->14|upgrade:value->21|garden:rock->15|garden:rock->16|garden:flower->16|garden:flower->17|garden:flower->18|garden:flower->19|garden:tree->6|upgrade:robots->13
15950,281669.89,88827717.18,676,32,upgrade:growth->16|garden:tree->7|garden:pond->4|garden:tree->8|garden:pond->5|garden:tree->9|garden:fountain->6|garden:tree->10|upgrade:value->22|garden:rock->17|garden:tree->11|upgrade:value->23|garden:rock->18|garden:fountain->7|garden:tree->12|upgrade:rate->8|upgrade:growth->17|upgrade:growth->18|tool:Push Mower|upgrade:growth->19|garden:pond->6|upgrade:growth->20|garden:pond->7|upgrade:growth->21|garden:flower->20|garden:flower->21|upgrade:value->24|garden:rock->19|garden:rock->20|garden:tree->13|garden:rock->21|garden:tree->14|garden:tree->15|garden:flower->22|garden:flower->23|garden:flower->24|garden:flower->25|grass:golden|upgrade:growth->22|garden:fountain->8|garden:pond->8
15960,551082.73,93238479.76,676,32,upgrade:value->25|upgrade:growth->23|upgrade:value->26|garden:rock->22|garden:tree->16|garden:flower->26|garden:fountain->9|garden:pond->9|upgrade:growth->24|upgrade:value->27|garden:rock->23|garden:pond->10|upgrade:growth->25|garden:rock->24|garden:tree->17|garden:tree->18|garden:flower->27|garden:flower->28|garden:flower->29
15970,715562.50,99862200.96,676,32,garden:fountain->10|upgrade:value->28|garden:rock->25|upgrade:growth->26|upgrade:value->29|garden:rock->26|upgrade:growth->27|garden:flower->30
15980,842968.91,107827356.76,676,32,upgrade:value->30|garden:rock->27|garden:rock->28|garden:tree->19|garden:flower->31|upgrade:value->31|upgrade:growth->28|garden:rock->29
15990,927009.07,116676355.33,676,32,garden:tree->20|garden:tree->21|garden:flower->32|garden:flower->33|upgrade:value->32
16000,956747.76,126094119.50,676,32,upgrade:growth->29|garden:rock->30|garden:tree->22|garden:flower->34|upgrade:value->33|garden:rock->31
16010,1016571.24,136008590.55,676,32,upgrade:growth->30|garden:rock->32|garden:tree->23|garden:flower->35|garden:flower->36
16020,1048262.93,146346774.83,676,32,upgrade:value->34
16030,1074689.72,156935111.30,676,32,upgrade:growth->31|garden:rock->33|garden:tree->24|garden:flower->37
16040,1106733.60,167863358.39,676,32,upgrade:value->35
16050,1133948.36,178985123.87,676,32,upgrade:growth->32
16060,1159222.90,190349881.99,676,32,garden:rock->34|garden:tree->25|garden:flower->38
16070,1167021.27,202008057.34,676,32,upgrade:value->36
16080,1195029.78,213734287.07,676,32,garden:rock->35
16090,1200136.75,225730547.56,676,32,upgrade:growth->33|garden:rock->36
16100,1231458.08,237841546.23,676,32,garden:flower->39|garden:tree->26|garden:flower->40
16110,1235104.80,250185300.81,676,32,
16120,1235104.80,262536348.84,676,32,upgrade:value->37
16130,1264052.57,275061083.48,676,32,
16140,1264052.57,287701609.19,676,32,upgrade:growth->34|garden:rock->37
16150,1296351.18,300514047.19,676,32,garden:tree->27|garden:flower->41
16160,1299347.78,313505270.80,676,32,
16170,1299347.78,326498748.61,676,32,upgrade:value->38
16180,1329103.84,339521982.48,676,32,garden:rock->38
16190,1334711.87,352841061.02,676,32,
16200,1334711.87,366188179.73,676,32,
16210,1334711.87,379535298.43,676,32,upgrade:growth->35|garden:flower->42|garden:tree->28
16220,1365465.77,393112294.92,676,32,garden:flower->43
16230,1366237.62,406773127.45,676,32,
16240,1366237.62,420435503.68,676,32,prestige-46|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:speed->1|upgrade:value->3|upgrade:rate->2|upgrade:value->4|upgrade:value->5|upgrade:value->6|upgrade:value->7|upgrade:value->8|upgrade:value->9|upgrade:value->10|garden:flower->1|upgrade:value->11|garden:rock->1|garden:flower->2|upgrade:robots->8|upgrade:growth->1|upgrade:growth->2|upgrade:rate->3|upgrade:growth->3|upgrade:robots->9|upgrade:growth->4|upgrade:rate->4|upgrade:growth->5|upgrade:robots->10|upgrade:growth->6|upgrade:growth->7|upgrade:rate->5|upgrade:growth->8|upgrade:robots->11|upgrade:growth->9|garden:rock->2|upgrade:value->12|garden:rock->3|upgrade:value->13|garden:tree->1|garden:rock->4|garden:fountain->1|garden:flower->3|garden:tree->2|upgrade:value->14|garden:rock->5|garden:flower->4|garden:rock->6|upgrade:value->15|garden:flower->5|garden:fountain->2|garden:rock->7|garden:flower->6|garden:tree->3|upgrade:value->16|garden:rock->8|garden:flower->7|garden:fountain->3|garden:rock->9|garden:flower->8|upgrade:value->17|upgrade:rate->6|upgrade:growth->10|upgrade:growth->11|upgrade:robots->12|upgrade:growth->12|garden:pond->1|upgrade:rate->7|upgrade:growth->13|garden:tree->4|garden:pond->2|garden:tree->5|garden:rock->10|grass:thick|garden:tree->6|upgrade:value->18|garden:flower->9|garden:fountain->4|garden:rock->11|garden:tree->7|garden:flower->10|upgrade:value->19|garden:rock->12|garden:flower->11|grass:crystal|garden:rock->13|garden:fountain->5|upgrade:value->20|garden:flower->12|garden:rock->14|upgrade:value->21|garden:flower->13|garden:rock->15|garden:fountain->6|garden:flower->14|garden:rock->16|upgrade:value->22|garden:flower->15|garden:rock->17|garden:flower->16|upgrade:value->23|garden:fountain->7|garden:rock->18|garden:flower->17|garden:tree->8|upgrade:robots->13|upgrade:growth->14|upgrade:growth->15|upgrade:rate->8|garden:pond->3|upgrade:growth->16|garden:pond->4|garden:tree->9|upgrade:value->24|garden:rock->19|grass:golden|garden:fountain->8|garden:flower->18|garden:rock->20|upgrade:value->25|garden:flower->19|garden:rock->21|garden:flower->20|garden:flower->21|garden:flower->22|garden:flower->23|garden:flower->24|tool:Push Mower|upgrade:growth->17|upgrade:growth->18|garden:pond->5
16250,1728351.01,428628880.23,1998,32,upgrade:growth->19|garden:tree->10|garden:pond->6|upgrade:growth->20|garden:tree->11|garden:pond->7|upgrade:growth->21|garden:tree->12|upgrade:growth->22|garden:pond->8|garden:tree->13|upgrade:growth->23|garden:tree->14|upgrade:value->26|garden:fountain->9|garden:pond->9|garden:rock->22|upgrade:growth->24|garden:tree->15|garden:flower->25|garden:flower->26|upgrade:value->27|garden:rock->23|garden:pond->10|upgrade:growth->25|garden:rock->24|garden:tree->16|garden:tree->17|garden:flower->27|garden:fountain->10|upgrade:value->28|garden:rock->25|upgrade:growth->26|garden:flower->28|upgrade:value->29|garden:rock->26|garden:tree->18|upgrade:growth->27|garden:flower->29|upgrade:value->30|garden:rock->27|garden:rock->28|garden:tree->19|upgrade:value->31|garden:flower->30|upgrade:growth->28|garden:rock->29|garden:tree->20|garden:tree->21|garden:flower->31|garden:flower->32|garden:flower->33
16260,3346111.51,457317037.16,1998,32,upgrade:value->32|upgrade:growth->29|garden:rock->30|garden:tree->22|garden:flower->34|upgrade:value->33|garden:rock->31|upgrade:growth->30|garden:rock->32|garden:tree->23|garden:flower->35|garden:flower->36|upgrade:value->34
16270,3858133.24,493799554.51,1998,32,upgrade:growth->31|garden:rock->33|garden:tree->24|garden:flower->37|upgrade:value->35|upgrade:growth->32|garden:rock->34|garden:tree->25|garden:flower->38
16280,4189566.35,534104530.00,1998,32,upgrade:value->36|garden:rock->35|upgrade:growth->33|garden:rock->36
16290,4421075.96,577020562.66,1998,32,garden:tree->26|garden:flower->39|garden:flower->40|upgrade:value->37
16300,4537664.65,621771305.74,1998,32,upgrade:growth->34|upgrade:robots->14|garden:rock->37|garden:tree->27|garden:flower->41
16310,4664353.59,668120726.87,1998,32,upgrade:value->38|garden:rock->38
16320,4791302.37,715759721.53,1998,32,upgrade:growth->35|garden:tree->28|garden:flower->42|garden:flower->43
16330,4904230.40,764673176.61,1998,32,upgrade:value->39|garden:rock->39
16340,5035093.94,814589390.70,1998,32,upgrade:growth->36|garden:rock->40
16350,5158794.12,865392140.85,1998,32,garden:tree->29|garden:flower->44
16360,5169967.31,917089193.48,1998,32,upgrade:value->40
16370,5283178.27,969468132.34,1998,32,upgrade:growth->37
16380,5388058.54,1022404795.32,1998,32,garden:tree->30|garden:flower->45
16390,5399476.40,1076394203.69,1998,32,
16400,5399476.40,1130388967.73,1998,32,upgrade:value->41|garden:tree->31|garden:flower->46|garden:flower->47
16410,5529577.22,1185636797.86,1998,32,
16420,5529577.22,1240932570.03,1998,32,
16430,5529577.22,1296228342.19,1998,32,upgrade:value->42|garden:tree->32|garden:flower->48
16440,5657489.53,1352503313.46,1998,32,
16450,5657489.53,1409078208.75,1998,32,
16460,5657489.53,1465653104.04,1998,32,
16470,5657489.53,1522227999.33,1998,32,upgrade:value->43|garden:tree->33|upgrade:rate->9
16480,5783041.20,1579644548.76,1998,32,
16490,5783041.20,1637474960.71,1998,32,upgrade:growth->38
16500,5894663.77,1695640240.39,1998,32,
16510,5894663.77,1754586878.11,1998,32,
16520,5894663.77,1813533515.83,1998,32,upgrade:growth->39|garden:flower->49
16530,6009136.33,1873155588.97,1998,32,
16540,6009136.33,1933246952.29,1998,32,prestige-47|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:rate->1|upgrade:speed->1|upgrade:value->3|upgrade:rate->2|upgrade:value->4|upgrade:value->5|upgrade:value->6|upgrade:value->7|upgrade:robots->8|upgrade:growth->1|upgrade:value->8|upgrade:value->9|upgrade:value->10|upgrade:value->11|garden:flower->1|garden:rock->1|garden:flower->2|upgrade:rate->3|upgrade:growth->2|garden:rock->2|upgrade:value->12|garden:flower->3|garden:rock->3|upgrade:growth->3|upgrade:robots->9|upgrade:growth->4|upgrade:rate->4|upgrade:growth->5|upgrade:robots->10|upgrade:growth->6|upgrade:value->13|garden:rock->4|garden:fountain->1|upgrade:value->14|garden:flower->4|garden:rock->5|upgrade:rate->5|upgrade:growth->7|upgrade:growth->8|upgrade:robots->11|upgrade:growth->9|upgrade:rate->6|upgrade:growth->10|garden:tree->1|garden:tree->2|garden:rock->6|garden:tree->3|upgrade:value->15|garden:fountain->2|garden:flower->5|garden:rock->7|garden:tree->4|garden:flower->6|upgrade:value->16|garden:rock->8|garden:flower->7|garden:fountain->3|garden:rock->9|upgrade:value->17|garden:flower->8|garden:rock->10|grass:thick|garden:flower->9|upgrade:value->18|garden:fountain->4|garden:rock->11|garden:flower->10|upgrade:value->19|garden:rock->12|garden:flower->11|grass:crystal|garden:rock->13|garden:fountain->5|garden:flower->12|upgrade:value->20|garden:rock->14|garden:flower->13|upgrade:value->21|garden:rock->15|garden:flower->14|garden:fountain->6|garden:flower->15|garden:rock->16|upgrade:value->22|garden:flower->16|garden:rock->17|upgrade:value->23|garden:fountain->7|garden:flower->17|garden:rock->18|garden:flower->18|upgrade:value->24|garden:rock->19|grass:golden|garden:flower->19|garden:fountain->8|garden:rock->20|upgrade:value->25|garden:flower->20|garden:rock->21|garden:flower->21|upgrade:value->26|garden:fountain->9|garden:rock->22|garden:flower->22|upgrade:value->27|garden:rock->23|upgrade:robots->12|upgrade:growth->11|upgrade:growth->12|upgrade:rate->7|upgrade:growth->13|garden:pond->1|garden:tree->5|upgrade:robots->13|upgrade:growth->14|garden:pond->2|garden:pond->3|garden:tree->6|garden:tree->7|garden:tree->8|garden:tree->9|upgrade:rate->8|upgrade:growth->15|upgrade:growth->16|tool:Push Mower|upgrade:growth->17|garden:pond->4|upgrade:growth->18|garden:pond->5|upgrade:growth->19
16550,6367010.01,1963691942.47,5603,32,garden:tree->10|garden:pond->6|upgrade:growth->20|garden:tree->11|garden:pond->7|upgrade:growth->21|garden:tree->12|upgrade:growth->22|garden:pond->8|garden:tree->13|upgrade:growth->23|garden:tree->14|garden:pond->9|upgrade:growth->24|garden:tree->15|garden:pond->10|upgrade:growth->25|garden:rock->24|garden:fountain->10|upgrade:value->28|garden:tree->16|garden:rock->25|upgrade:growth->26|garden:tree->17|upgrade:value->29|garden:flower->23|garden:rock->26|garden:flower->24|garden:tree->18|upgrade:growth->27|upgrade:value->30|garden:rock->27|garden:flower->25|garden:rock->28|garden:tree->19|upgrade:value->31|upgrade:growth->28|garden:flower->26|garden:rock->29|garden:tree->20|garden:flower->27|upgrade:value->32|upgrade:growth->29|garden:rock->30|garden:flower->28|garden:tree->21|garden:flower->29|garden:tree->22|upgrade:value->33|garden:rock->31|garden:flower->30|garden:flower->31|garden:flower->32|garden:flower->33|garden:flower->34|upgrade:growth->30|garden:rock->32|garden:tree->23|garden:flower->35|garden:flower->36|upgrade:value->34|upgrade:growth->31|garden:rock->33|garden:tree->24|garden:flower->37|upgrade:value->35|upgrade:growth->32|garden:rock->34|garden:tree->25|garden:flower->38|upgrade:value->36
16560,13600268.54,2082201720.51,5603,32,garden:rock->35|upgrade:growth->33|garden:rock->36|garden:tree->26|upgrade:robots->14|garden:flower->39|garden:flower->40|upgrade:value->37|upgrade:growth->34|garden:rock->37|garden:tree->27|garden:flower->41|upgrade:value->38|garden:rock->38
16570,15188909.22,2227303608.97,5603,32,upgrade:growth->35|garden:tree->28|garden:flower->42|garden:flower->43|upgrade:value->39|garden:rock->39|upgrade:growth->36
16580,16285722.55,2384702580.79,5603,32,garden:rock->40|garden:tree->29|garden:flower->44|upgrade:value->40|garden:flower->45|garden:tree->30
16590,16784050.14,2550532612.28,5603,32,upgrade:value->41|garden:flower->46|garden:tree->31|garden:flower->47
16600,17189012.24,2721567506.61,5603,32,upgrade:value->42|garden:tree->32|garden:flower->48
16610,17587201.65,2896596889.97,5603,32,upgrade:value->43|garden:flower->49|garden:flower->50|garden:tree->33|upgrade:rate->9
16620,17995787.26,3074358422.66,5603,32,upgrade:growth->37
16630,18349801.33,3256440379.68,5603,32,upgrade:growth->38|upgrade:growth->39
16640,19057829.47,3444186561.85,5603,32,
16650,19057829.47,3634764856.60,5603,32,upgrade:value->44|garden:tree->34|garden:flower->51
16660,19480669.33,3828206719.97,5603,32,
16670,19480669.33,4023013413.30,5603,32,upgrade:value->45
16680,19865156.23,4218973567.30,5603,32,garden:tree->35|garden:flower->52|garden:flower->53
16690,19914261.84,4418051728.07,5603,32,
16700,19914261.84,4617194346.51,5603,32,
16710,19914261.84,4816336964.95,5603,32,upgrade:value->46|garden:tree->36
16720,20330982.29,5018271494.04,5603,32,garden:flower->54
16730,20340368.76,5221675181.59,5603,32,
16740,20340368.76,5425078869.15,5603,32,
16750,20340368.76,5628482556.70,5603,32,
16760,20340368.76,5831886244.25,5603,32,upgrade:value->47|garden:tree->37|upgrade:rate->10
16770,20758455.39,6039343289.77,5603,32,upgrade:growth->40
16780,21140980.67,6248457944.81,5603,32,
16790,21140980.67,6459867751.48,5603,32,upgrade:growth->41
16800,21523505.94,6674337760.32,5603,32,
16810,21523505.94,6889572819.71,5603,32,upgrade:growth->42|garden:flower->55
16820,21915595.90,7106730070.14,5603,32,
16830,21915595.90,7325886029.12,5603,32,
16840,21915595.90,7545041988.09,5603,32,prestige-48|ascend-5
16850,2.32,18.56,0,48,upgrade:robots->2
16860,4.64,58.00,0,48,upgrade:robots->3|upgrade:robots->4
16870,9.28,127.60,0,48,
16880,9.28,220.40,0,48,
16890,9.28,313.20,0,48,tool:Hedge Shears
16900,18.56,443.12,0,48,upgrade:robots->5|upgrade:value->1|upgrade:robots->6
16910,32.02,706.67,0,48,upgrade:value->2|upgrade:robots->7|upgrade:speed->1
16920,43.68,1088.74,0,48,upgrade:value->3|upgrade:value->4
16930,53.76,1591.06,0,48,upgrade:value->5
16940,58.80,2168.98,0,48,upgrade:value->6
16950,63.84,2807.38,0,48,upgrade:value->7|garden:flower->1|garden:flower->2
16960,71.03,3510.17,0,48,upgrade:value->8
16970,76.23,4230.89,0,48,upgrade:rate->1|upgrade:growth->1|upgrade:growth->2|upgrade:rate->2|upgrade:growth->3
16980,98.41,5110.18,0,48,upgrade:robots->8|upgrade:growth->4|garden:flower->3|garden:rock->1
16990,113.75,6185.26,0,48,garden:flower->4|garden:rock->2
17000,115.48,7334.85,0,48,
17010,115.48,8489.63,0,48,
17020,115.48,9644.40,0,48,grass:clover
17030,140.81,10925.82,0,48,upgrade:value->9
17040,150.41,12381.88,0,48,upgrade:value->10
17050,160.01,13914.74,0,48,
17060,160.01,15514.81,0,48,upgrade:value->11|garden:flower->5|garden:flower->6
17070,172.42,17179.50,0,48,
17080,172.42,18903.67,0,48,
17090,172.42,20627.85,0,48,upgrade:value->12|garden:flower->7|garden:rock->3
17100,184.57,22450.01,0,48,garden:rock->4|garden:tree->1|upgrade:rate->3|upgrade:growth->5
17110,200.85,24339.44,0,48,upgrade:growth->6|upgrade:robots->9|upgrade:growth->7
17120,229.23,26480.65,0,48,garden:tree->2|upgrade:rate->4
17130,230.41,28783.31,0,48,upgrade:growth->8
17140,244.60,31229.27,0,48,upgrade:growth->9|upgrade:robots->10|prestige-49|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4
17150,15.59,31848.35,6,48,tool:Hedge Shears|upgrade:robots->5|upgrade:value->1|upgrade:robots->6
17160,53.79,32232.66,6,48,upgrade:value->2|upgrade:robots->7|upgrade:speed->1|upgrade:value->3|upgrade:value->4
17170,90.32,32968.63,6,48,upgrade:value->5|upgrade:rate->1|upgrade:growth->1|upgrade:value->6
17180,123.34,34018.15,6,48,upgrade:value->7|garden:flower->1
17190,134.88,35307.46,6,48,upgrade:value->8|garden:flower->2|garden:flower->3|upgrade:rate->2|upgrade:growth->2
17200,164.88,36778.14,6,48,upgrade:growth->3|upgrade:robots->8|upgrade:growth->4|upgrade:rate->3|upgrade:growth->5|garden:flower->4
17210,213.00,38697.69,6,48,garden:rock->1|garden:rock->2
17220,215.13,40846.91,6,48,grass:clover
17230,262.52,43093.01,6,48,upgrade:value->9
17240,280.41,45843.46,6,48,upgrade:value->10|upgrade:value->11
17250,316.21,48844.50,6,48,garden:flower->5
17260,318.57,52030.23,6,48,upgrade:value->12|garden:flower->6|garden:rock->3|garden:flower->7|garden:tree->1|upgrade:robots->9
17270,345.32,55394.01,6,48,upgrade:growth->6|upgrade:growth->7|upgrade:rate->4
17280,394.18,59155.62,6,48,upgrade:growth->8|garden:rock->4|garden:flower->8|garden:tree->2|garden:rock->5|garden:flower->9
17290,429.86,63396.95,6,48,garden:tree->3|garden:rock->6|garden:flower->10
17300,436.56,67732.22,6,48,garden:rock->7|garden:tree->4|upgrade:robots->10
17310,440.76,72131.80,6,48,upgrade:growth->9|upgrade:growth->10|upgrade:rate->5
17320,490.58,76857.58,6,48,garden:flower->11|garden:rock->8
17330,495.52,81795.74,6,48,
17340,495.52,86750.93,6,48,
17350,495.52,91706.12,6,48,
17360,495.52,96661.30,6,48,grass:thick
17370,600.93,102459.74,6,48,upgrade:growth->11|upgrade:value->13
17380,665.44,108809.62,6,48,
17390,665.44,115464.03,6,48,garden:fountain->1
17400,718.68,122437.84,6,48,upgrade:value->14
17410,755.22,129843.85,6,48,upgrade:value->15
17420,791.76,137432.58,6,48,
17430,791.76,145350.19,6,48,
17440,791.76,153267.80,6,48,garden:fountain->2|prestige-50|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5
17450,71.46,155217.23,18,48,upgrade:value->1|upgrade:robots->6|upgrade:value->2|upgrade:robots->7|upgrade:speed->1|upgrade:value->3|upgrade:value->4|upgrade:rate->1|upgrade:growth->1
17460,190.42,156559.24,18,48,upgrade:value->5|upgrade:value->6|upgrade:rate->2|upgrade:growth->2|upgrade:value->7|garden:flower->1
17470,279.11,158971.66,18,48,upgrade:value->8|garden:flower->2|upgrade:robots->8|upgrade:growth->3|upgrade:growth->4|upgrade:rate->3|upgrade:growth->5|upgrade:robots->9
17480,394.35,162380.68,18,48,upgrade:growth->6|garden:flower->3|garden:flower->4|garden:rock->1|garden:rock->2
