t_sec,coins_per_sec,total_earned,total_gems_earned,total_rubies_earned,events
0,1.07,1.07,0,0,
10,1.07,11.73,0,0,
20,1.07,22.40,0,0,upgrade:robots->2
30,2.13,40.53,0,0,
40,2.13,61.87,0,0,upgrade:robots->3
50,3.20,92.80,0,0,upgrade:robots->4
60,4.27,128.00,0,0,
70,4.27,170.67,0,0,
80,4.27,213.33,0,0,
90,4.27,256.00,0,0,
100,4.27,298.67,0,0,
110,4.27,341.33,0,0,tool:Hedge Shears
120,8.53,401.07,0,0,upgrade:robots->5|upgrade:speed->1
130,11.73,498.13,0,0,upgrade:value->1
140,13.49,622.51,0,0,upgrade:robots->6|upgrade:speed->2
150,17.66,776.58,0,0,upgrade:value->2|upgrade:speed->3
160,21.63,970.37,0,0,upgrade:rate->1
170,24.34,1200.21,0,0,upgrade:value->3
180,27.14,1466.03,0,0,upgrade:value->4
190,29.95,1765.55,0,0,upgrade:value->5
200,32.76,2090.34,0,0,upgrade:value->6|upgrade:growth->1
210,36.36,2432.77,0,0,upgrade:speed->4|upgrade:speed->5|upgrade:growth->2
220,41.95,2827.05,0,0,upgrade:robots->7|upgrade:growth->3
230,48.37,3265.90,0,0,
240,48.37,3749.63,0,0,upgrade:value->7|garden:flower->1
250,52.91,4267.49,0,0,
260,52.91,4796.58,0,0,upgrade:value->8|garden:flower->2
270,57.55,5355.85,0,0,garden:flower->3|garden:rock->1
280,58.45,5938.94,0,0,garden:flower->4|garden:rock->2
290,59.36,6531.73,0,0,
300,59.36,7125.32,2,0,prestige-1
310,1.78,7143.16,2,0,upgrade:robots->2
320,3.57,7169.93,2,0,upgrade:robots->3
330,5.35,7214.55,2,0,upgrade:robots->4
340,7.14,7277.01,2,0,
350,7.14,7348.40,2,0,
360,7.14,7419.79,2,0,
370,7.14,7491.18,2,0,tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1
380,19.63,7651.80,2,0,upgrade:robots->6|upgrade:value->1|upgrade:speed->2
390,29.27,7883.93,2,0,upgrade:speed->3|upgrade:value->2
400,35.57,8211.60,2,0,upgrade:rate->1|upgrade:value->3|upgrade:value->4
410,48.72,8642.26,2,0,upgrade:value->5|upgrade:growth->1
420,54.25,9149.24,2,0,upgrade:speed->4|upgrade:value->6
430,63.21,9743.07,2,0,upgrade:speed->5|upgrade:growth->2|upgrade:robots->7|upgrade:growth->3
440,78.09,10434.37,2,0,upgrade:value->7|garden:flower->1
450,85.17,11234.22,2,0,
460,85.17,12085.88,2,0,upgrade:value->8|garden:flower->2|garden:flower->3|garden:flower->4
470,94.87,13016.05,2,0,garden:rock->1|garden:rock->2
480,95.29,13967.89,2,0,
490,95.29,14920.78,2,0,
500,95.29,15873.66,2,0,
510,95.29,16826.54,2,0,grass:clover
520,112.49,17934.25,2,0,upgrade:value->9
530,119.86,19110.75,2,0,upgrade:value->10
540,127.23,20316.73,2,0,upgrade:growth->4|upgrade:rate->2|upgrade:growth->5|upgrade:robots->8
550,148.69,21689.81,2,0,upgrade:growth->6
560,159.42,23241.09,2,0,upgrade:growth->7|upgrade:rate->3
570,170.15,24920.75,2,0,upgrade:growth->8
580,180.88,26708.10,2,0,upgrade:value->11|garden:flower->5
590,192.84,28549.82,2,0,garden:flower->6
600,194.33,30490.14,7,0,prestige-2
610,2.77,30517.85,7,0,upgrade:robots->2|upgrade:robots->3
620,8.31,30581.59,7,0,upgrade:robots->4
630,11.09,30684.14,7,0,
640,11.09,30795.00,7,0,tool:Hedge Shears
650,22.17,30950.20,7,0,upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1
660,45.07,31297.92,7,0,upgrade:speed->3|upgrade:robots->7|upgrade:value->2|upgrade:value->3
670,70.01,31874.14,7,0,upgrade:value->4|upgrade:value->5
680,83.05,32652.50,7,0,upgrade:value->6|upgrade:speed->4|upgrade:growth->1|upgrade:speed->5
690,101.58,33598.13,7,0,upgrade:value->7|garden:flower->1|upgrade:growth->2|upgrade:rate->1|upgrade:growth->3
700,129.25,34747.56,7,0,upgrade:rate->2|upgrade:growth->4|upgrade:value->8
710,155.63,36179.79,7,0,garden:flower->2|garden:flower->3|garden:flower->4|garden:rock->1|garden:rock->2
720,161.86,37780.68,7,0,
730,161.86,39399.30,7,0,grass:clover
740,191.28,41047.33,7,0,upgrade:value->9
750,203.38,43008.52,7,0,upgrade:value->10|garden:flower->5
760,217.58,45109.16,7,0,
770,217.58,47284.99,7,0,upgrade:value->11|garden:flower->6|garden:flower->7
780,234.23,49611.79,7,0,
790,234.23,51954.07,7,0,upgrade:value->12|garden:flower->8|garden:rock->3|garden:rock->4
800,249.85,54424.96,7,0,garden:tree->1|upgrade:robots->8|upgrade:growth->5|upgrade:growth->6|upgrade:rate->3
810,288.90,57138.19,7,0,upgrade:growth->7|upgrade:growth->8|upgrade:robots->9
820,326.39,60239.39,7,0,upgrade:growth->9|garden:tree->2|garden:rock->5
830,347.27,63602.25,7,0,garden:flower->9|garden:tree->3|garden:rock->6
840,351.77,67102.71,7,0,garden:flower->10|garden:tree->4|garden:rock->7
850,356.27,70645.99,7,0,garden:flower->11|garden:rock->8
860,359.22,74223.41,7,0,
870,359.22,77815.60,7,0,
880,359.22,81407.80,7,0,
890,359.22,84999.99,7,0,
900,359.22,88592.18,7,0,grass:thick
910,423.89,92249.05,7,0,
920,423.89,96487.94,7,0,upgrade:value->13|prestige-3
930,4.24,100455.55,17,0,upgrade:robots->2
940,8.48,100519.18,17,0,upgrade:robots->3|upgrade:robots->4
950,16.97,100671.90,17,0,tool:Hedge Shears
960,33.94,100858.55,17,0,upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1|upgrade:speed->3
970,74.18,101390.40,17,0,upgrade:robots->7|upgrade:value->2|upgrade:speed->4|upgrade:value->3|upgrade:value->4
980,121.52,102438.23,17,0,upgrade:value->5|upgrade:value->6|upgrade:growth->1|upgrade:rate->1|upgrade:growth->2|upgrade:speed->5
990,175.26,103966.43,17,0,upgrade:value->7|garden:flower->1|garden:flower->2|upgrade:value->8|garden:flower->3
1000,208.04,105896.09,17,0,garden:flower->4|upgrade:growth->3|upgrade:rate->2|upgrade:growth->4|upgrade:robots->8|upgrade:growth->5|garden:rock->1
1010,269.34,108305.56,17,0,garden:rock->2
1020,269.90,111004.51,17,0,grass:clover|upgrade:value->9
1030,338.75,114107.29,17,0,upgrade:value->10|garden:flower->5
1040,361.38,117669.69,17,0,upgrade:value->11|garden:flower->6
1050,384.35,121486.96,17,0,upgrade:value->12|garden:flower->7|upgrade:growth->6|upgrade:rate->3|upgrade:growth->7
1060,456.25,125644.97,17,0,upgrade:robots->9|upgrade:growth->8|upgrade:growth->9|upgrade:rate->4
1070,522.76,130543.55,17,0,upgrade:growth->10|garden:tree->1|garden:rock->3|garden:tree->2|garden:rock->4
1080,558.16,135933.07,17,0,garden:flower->8|garden:rock->5|garden:flower->9|garden:tree->3|garden:flower->10
1090,571.80,141590.06,17,0,garden:rock->6|garden:tree->4|upgrade:robots->10
1100,575.15,147336.16,17,0,upgrade:growth->11|garden:rock->7|garden:flower->11
1110,608.55,153335.62,17,0,garden:rock->8
1120,609.54,159430.99,17,0,
1130,609.54,165526.37,17,0,grass:thick
1140,720.41,171732.62,17,0,upgrade:value->13
1150,755.49,179041.97,17,0,upgrade:growth->12
1160,791.88,186742.47,17,0,upgrade:value->14
1170,828.66,194808.38,17,0,upgrade:value->15
1180,865.43,203131.72,17,0,
1190,865.43,211786.03,17,0,upgrade:value->16
1200,902.21,220550.66,17,0,garden:fountain->1
1210,921.82,229611.95,17,0,garden:flower->12|garden:tree->5|upgrade:rate->5
1220,929.57,238892.83,17,0,upgrade:growth->13|garden:pond->1
1230,982.52,248474.44,17,0,garden:pond->2
1240,993.11,258384.32,17,0,
1250,993.11,268315.38,17,0,upgrade:value->17|garden:flower->13|garden:rock->9
1260,1038.44,278498.64,17,0,garden:tree->6|garden:rock->10|garden:flower->14
1270,1047.85,288927.90,17,0,garden:tree->7|garden:rock->11
1280,1052.87,299441.17,17,0,garden:flower->15|garden:tree->8
1290,1060.96,310032.33,17,0,garden:rock->12|garden:flower->16
1300,1066.72,320673.08,17,0,prestige-4|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4
1310,36.62,321932.03,37,0,tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1
1320,146.80,322648.20,37,0,upgrade:speed->3|upgrade:robots->7|upgrade:value->2|upgrade:speed->4|upgrade:value->3|upgrade:value->4|upgrade:value->5|upgrade:value->6|upgrade:growth->1|upgrade:rate->1|upgrade:growth->2|upgrade:speed->5
1330,368.53,325275.18,37,0,upgrade:value->7|upgrade:value->8|garden:flower->1|garden:flower->2|upgrade:value->9|garden:flower->3|upgrade:growth->3|upgrade:rate->2|upgrade:growth->4
1340,518.55,329563.40,37,0,upgrade:robots->8|upgrade:growth->5|upgrade:value->10|garden:flower->4|garden:rock->1|garden:rock->2
1350,624.65,335600.43,37,0,grass:clover|upgrade:value->11|garden:flower->5
1360,714.81,342491.12,37,0,upgrade:value->12|garden:flower->6|upgrade:growth->6|upgrade:rate->3|upgrade:growth->7|upgrade:robots->9|upgrade:growth->8|upgrade:growth->9
1370,949.89,350850.61,37,0,upgrade:rate->4|upgrade:growth->10|garden:tree->1|garden:rock->3
1380,1034.05,361003.21,37,0,upgrade:value->13|garden:flower->7|garden:tree->2|garden:rock->4|garden:flower->8|garden:flower->9|garden:tree->3|garden:flower->10|garden:tree->4|garden:rock->5|upgrade:robots->10
1390,1122.63,372107.78,37,0,upgrade:growth->11|garden:rock->6|garden:flower->11|garden:rock->7|garden:rock->8
1400,1190.67,383851.44,37,0,
1410,1190.67,395758.10,37,0,grass:thick|upgrade:growth->12
1420,1403.63,409043.27,37,0,upgrade:value->14
1430,1467.24,423524.86,37,0,upgrade:value->15
1440,1530.85,438833.36,37,0,upgrade:value->16|garden:fountain->1|garden:tree->5|upgrade:rate->5
1450,1634.67,454892.29,37,0,upgrade:growth->13|garden:pond->1|garden:pond->2
1460,1747.86,471710.63,37,0,
1470,1747.86,489189.24,37,0,upgrade:value->17|garden:flower->12|garden:pond->3|garden:tree->6
1480,1848.78,507324.94,37,0,garden:flower->13|garden:rock->9|garden:rock->10
1490,1859.94,525915.00,37,0,
1500,1859.94,544514.36,37,0,upgrade:value->18|garden:fountain->2
1510,1966.88,563848.39,37,0,garden:flower->14|garden:tree->7|upgrade:robots->11
1520,1980.71,583627.78,37,0,upgrade:growth->14
1530,2063.83,604182.97,37,0,upgrade:growth->15|garden:flower->15|garden:rock->11|garden:tree->8
1540,2163.33,625644.28,37,0,garden:rock->12|garden:flower->16|garden:tree->9
1550,2179.75,647379.33,37,0,garden:flower->17|garden:rock->13|garden:rock->14
1560,2191.82,669271.71,37,0,garden:flower->18|garden:tree->10
1570,2205.71,691266.21,37,0,
1580,2205.71,713323.28,37,0,
1590,2205.71,735380.35,37,0,
1600,2205.71,757437.43,37,0,
1610,2205.71,779494.50,37,0,grass:crystal
1620,2468.76,802340.73,37,0,
1630,2468.76,827028.33,37,0,upgrade:value->19
1640,2555.89,852238.73,37,0,garden:fountain->3
1650,2602.36,877983.53,37,0,
1660,2602.36,904007.16,37,0,
1670,2602.36,930030.80,37,0,upgrade:value->20
1680,2689.50,956838.62,37,0,
1690,2689.50,983733.58,37,0,
1700,2689.50,1010628.54,37,0,upgrade:value->21|prestige-5|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4
1710,70.68,1024357.52,77,0,tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1|upgrade:speed->3|upgrade:robots->7|upgrade:value->2|upgrade:speed->4|upgrade:value->3|upgrade:value->4|upgrade:value->5
1720,534.93,1027035.29,77,0,upgrade:value->6|upgrade:growth->1|upgrade:rate->1|upgrade:growth->2|upgrade:speed->5|upgrade:value->7|upgrade:value->8|garden:flower->1|upgrade:value->9|garden:flower->2|upgrade:growth->3|upgrade:rate->2|upgrade:growth->4|upgrade:robots->8|upgrade:growth->5|upgrade:value->10|garden:flower->3|garden:rock->1
1730,1188.51,1036198.22,77,0,upgrade:value->11|garden:flower->4|garden:flower->5|garden:rock->2|upgrade:value->12|upgrade:growth->6|upgrade:rate->3|upgrade:growth->7|upgrade:robots->9|upgrade:growth->8|upgrade:growth->9
1740,1678.10,1050038.01,77,0,upgrade:rate->4|upgrade:growth->10|garden:tree->1|garden:flower->6|garden:rock->3|upgrade:value->13|garden:tree->2|garden:flower->7|garden:rock->4|garden:rock->5
1750,1945.97,1068687.45,77,0,upgrade:value->14|garden:flower->8|garden:tree->3|garden:flower->9|garden:flower->10|garden:rock->6|garden:tree->4|upgrade:robots->10|upgrade:growth->11
1760,2187.29,1089610.57,77,0,upgrade:growth->12|garden:flower->11|garden:rock->7|garden:rock->8
1770,2309.28,1112685.01,77,0,grass:thick|upgrade:value->15
1780,2662.97,1138872.07,77,0,upgrade:value->16|garden:fountain->1|garden:tree->5|upgrade:rate->5|upgrade:growth->13|garden:pond->1
1790,3008.80,1167321.71,77,0,garden:pond->2|upgrade:value->17
1800,3160.66,1197944.69,77,0,garden:pond->3|garden:tree->6|garden:flower->12|garden:flower->13|garden:rock->9|garden:rock->10
1810,3233.76,1230186.34,77,0,upgrade:value->18|garden:fountain->2
1820,3419.70,1263316.20,77,0,garden:tree->7|upgrade:robots->11|upgrade:growth->14
1830,3577.38,1298361.64,77,0,upgrade:growth->15|garden:flower->14|garden:flower->15|garden:tree->8|garden:rock->11|garden:rock->12|garden:flower->16
1840,3774.58,1335700.43,77,0,garden:tree->9|garden:flower->17|garden:rock->13|garden:flower->18
1850,3811.68,1373680.33,77,0,garden:tree->10|garden:rock->14
1860,3828.36,1411950.39,77,0,
1870,3828.36,1450233.96,77,0,
1880,3828.36,1488517.54,77,0,grass:crystal
1890,4263.62,1530718.48,77,0,upgrade:value->19|garden:fountain->3
1900,4494.36,1574638.79,77,0,
1910,4494.36,1619582.36,77,0,upgrade:value->20
1920,4644.84,1665579.31,77,0,
1930,4644.84,1712027.69,77,0,upgrade:value->21
1940,4795.32,1759679.92,77,0,garden:fountain->4|garden:rock->15|garden:pond->4|upgrade:rate->6
1950,4927.44,1808313.69,77,0,upgrade:growth->16
1960,5114.84,1858525.09,77,0,upgrade:growth->17|upgrade:robots->12
1970,5302.24,1910797.88,77,0,upgrade:growth->18
1980,5489.64,1964569.85,77,0,garden:pond->5
1990,5536.49,2019934.71,77,0,upgrade:growth->19
2000,5723.88,2075861.77,77,0,
2010,5723.88,2133100.62,77,0,upgrade:value->22
2020,5900.37,2190515.95,77,0,garden:tree->11
2030,5916.46,2249648.39,77,0,garden:fountain->5
2040,6010.84,2309001.79,77,0,garden:flower->19|garden:rock->16|garden:flower->20
2050,6041.35,2369341.95,77,0,
2060,6041.35,2429755.44,77,0,
2070,6041.35,2490168.93,77,0,upgrade:value->23|garden:flower->21
2080,6231.70,2551496.18,77,0,garden:tree->12|upgrade:rate->7|garden:pond->6
2090,6299.11,2614104.93,77,0,
2100,6299.11,2677096.03,77,0,upgrade:growth->20
2110,6501.34,2740289.36,77,0,garden:pond->7
2120,6551.90,2805454.41,77,0,garden:rock->17|garden:tree->13|garden:flower->22
2130,6587.68,2871162.33,77,0,garden:rock->18|garden:flower->23
2140,6606.64,2937108.39,77,0,garden:rock->19|garden:tree->14
2150,6629.82,3003235.63,77,0,garden:flower->24
2160,6642.52,3069584.61,77,0,garden:rock->20
2170,6648.83,3136053.95,77,0,garden:tree->15
2180,6665.74,3202677.56,77,0,garden:flower->25|prestige-6|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1|upgrade:speed->3|upgrade:robots->7|upgrade:rate->1|upgrade:value->2|upgrade:value->3|upgrade:speed->4|upgrade:value->4|upgrade:growth->1|upgrade:speed->5
2190,1049.88,3257186.48,157,0,upgrade:value->5|upgrade:value->6|upgrade:value->7|upgrade:rate->2|upgrade:growth->2|upgrade:value->8|garden:flower->1|upgrade:value->9|garden:flower->2|upgrade:value->10|garden:flower->3|garden:flower->4|upgrade:growth->3|upgrade:robots->8|upgrade:growth->4|upgrade:rate->3|upgrade:growth->5|upgrade:robots->9|upgrade:growth->6|upgrade:growth->7|upgrade:rate->4|upgrade:growth->8|garden:rock->1|upgrade:value->11|garden:rock->2
2200,2833.26,3277668.39,157,0,upgrade:value->12|garden:flower->5|garden:tree->1|garden:flower->6|garden:rock->3|upgrade:robots->10|upgrade:growth->9|upgrade:growth->10|upgrade:rate->5|upgrade:growth->11|upgrade:value->13|garden:tree->2|garden:flower->7|garden:tree->3|garden:flower->8|garden:flower->9|garden:tree->4|garden:rock->4|garden:flower->10|garden:flower->11|garden:rock->5|garden:rock->6|garden:rock->7
2210,3835.32,3312705.41,157,0,garden:rock->8|grass:thick|upgrade:value->14|garden:pond->1|upgrade:value->15
2220,4661.57,3354607.65,157,0,upgrade:value->16|garden:fountain->1|garden:tree->5|upgrade:robots->11|upgrade:growth->12|upgrade:growth->13|upgrade:rate->6
2230,5439.77,3404038.38,157,0,upgrade:growth->14|garden:pond->2|upgrade:value->17|garden:pond->3|garden:tree->6|garden:flower->12|garden:flower->13|garden:rock->9
2240,6071.35,3461897.70,157,0,garden:rock->10|upgrade:value->18|garden:flower->14|garden:tree->7|garden:tree->8|garden:flower->15|garden:rock->11|garden:flower->16
2250,6391.62,3524050.60,157,0,garden:tree->9|upgrade:robots->12|upgrade:growth->15|upgrade:growth->16
2260,6929.91,3589986.72,157,0,garden:tree->10|garden:flower->17|garden:rock->12|garden:rock->13|garden:rock->14|garden:flower->18
2270,7007.16,3659875.08,157,0,
2280,7007.16,3729946.69,157,0,grass:crystal|garden:fountain->2|upgrade:value->19
2290,8217.11,3807555.04,157,0,garden:fountain->3
2300,8358.78,3890717.82,157,0,upgrade:value->20
2310,8624.42,3976696.38,157,0,upgrade:value->21|garden:fountain->4|garden:pond->4|upgrade:rate->7
2320,9115.64,4065862.50,157,0,upgrade:growth->17
2330,9451.29,4159032.81,157,0,upgrade:growth->18|upgrade:robots->13|garden:pond->5
2340,9870.84,4257153.87,157,0,upgrade:growth->19|garden:pond->6|garden:rock->15
2350,10300.49,4358577.73,157,0,upgrade:value->22
2360,10603.15,4461885.27,157,0,garden:tree->11|garden:fountain->5
2370,10793.82,4568337.97,157,0,garden:pond->7|garden:flower->19|garden:flower->20|garden:rock->16
2380,10930.54,4676978.14,157,0,
2390,10930.54,4786283.50,157,0,upgrade:value->23|garden:tree->12|garden:flower->21
2400,11287.59,4897284.30,157,0,garden:rock->17|garden:tree->13|garden:flower->22|garden:rock->18
2410,11358.27,5010604.63,157,0,garden:tree->14|garden:flower->23|garden:rock->19
2420,11418.75,5124609.58,157,0,garden:flower->24|garden:rock->20
2430,11449.11,5239028.73,157,0,garden:tree->15|garden:flower->25
2440,11499.31,5353921.90,157,0,garden:rock->21
2450,11509.74,5469008.92,157,0,
2460,11509.74,5584106.36,157,0,
2470,11509.74,5699203.81,157,0,
2480,11509.74,5814301.26,157,0,
2490,11509.74,5929398.71,157,0,grass:golden
2500,12572.96,6047685.79,157,0,
2510,12572.96,6173415.34,157,0,upgrade:value->24
2520,12914.92,6300170.79,157,0,
2530,12914.92,6429320.00,157,0,garden:fountain->6
2540,13097.30,6560293.03,157,0,
2550,13097.30,6691266.06,157,0,upgrade:value->25
2560,13439.27,6822923.03,157,0,
2570,13439.27,6957315.72,157,0,
2580,13439.27,7091708.41,157,0,
2590,13439.27,7226101.11,157,0,upgrade:value->26
2600,13781.24,7361861.66,157,0,
2610,13781.24,7499674.02,157,0,garden:fountain->7
2620,13963.62,7638033.52,157,0,garden:flower->26
2630,13985.83,7777847.41,157,0,prestige-7|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1|upgrade:robots->6|upgrade:speed->2|upgrade:value->1|upgrade:speed->3|upgrade:robots->7|upgrade:rate->1|upgrade:speed->4|upgrade:value->2|upgrade:value->3|upgrade:speed->5|upgrade:value->4|upgrade:value->5|upgrade:growth->1|upgrade:rate->2
2640,2313.42,7892107.32,318,0,upgrade:growth->2|upgrade:robots->8|upgrade:growth->3|upgrade:value->6|upgrade:rate->3|upgrade:growth->4|upgrade:value->7|upgrade:value->8|upgrade:value->9|garden:flower->1|upgrade:value->10|garden:flower->2|upgrade:robots->9|upgrade:growth->5|upgrade:growth->6|upgrade:rate->4|upgrade:growth->7|upgrade:robots->10|upgrade:growth->8|garden:flower->3|garden:rock->1|upgrade:value->11|upgrade:growth->9|upgrade:rate->5|garden:flower->4|garden:rock->2|upgrade:growth->10|upgrade:value->12|garden:tree->1|garden:flower->5|garden:flower->6|garden:rock->3|upgrade:value->13|garden:flower->7|garden:tree->2|upgrade:robots->11|upgrade:growth->11|garden:rock->4|upgrade:growth->12|upgrade:rate->6|garden:rock->5
2650,7825.73,7950614.86,318,0,upgrade:value->14|garden:tree->3|garden:flower->8|garden:rock->6|upgrade:growth->13|garden:tree->4|garden:flower->9|garden:flower->10|garden:flower->11|garden:rock->7|garden:rock->8|grass:thick|garden:pond->1|upgrade:value->15|upgrade:value->16|garden:fountain->1|garden:tree->5
2660,10440.94,8042942.89,318,0,upgrade:value->17|garden:flower->12|garden:tree->6|upgrade:robots->12|upgrade:growth->14|garden:pond->2|upgrade:growth->15|upgrade:rate->7|garden:pond->3|garden:flower->13|garden:rock->9|garden:rock->10
2670,12132.62,8158279.47,318,0,upgrade:growth->16|upgrade:value->18|garden:fountain->2|garden:tree->7|garden:tree->8|garden:flower->14|garden:tree->9|garden:flower->15|garden:flower->16|garden:tree->10|garden:rock->11|garden:flower->17|garden:rock->12|garden:flower->18|garden:rock->13
2680,13624.57,8291032.87,318,0,garden:rock->14|grass:crystal
2690,14924.93,8429998.67,318,0,upgrade:value->19|garden:fountain->3|upgrade:value->20
2700,16165.96,8586955.40,318,0,upgrade:value->21|garden:fountain->4|garden:pond->4|upgrade:robots->13|upgrade:growth->17
2710,17708.15,8755106.00,318,0,upgrade:growth->18|upgrade:rate->8|garden:pond->5|upgrade:growth->19
2720,19132.04,8938199.46,318,0,garden:pond->6|garden:rock->15|upgrade:value->22|garden:tree->11
2730,19921.78,9132282.78,318,0,garden:pond->7|garden:fountain->5|garden:flower->19|garden:flower->20|garden:rock->16
2740,20464.72,9334389.33,318,0,upgrade:value->23|garden:tree->12|garden:tree->13
2750,21144.50,9540905.71,318,0,garden:flower->21|garden:flower->22|garden:rock->17|garden:flower->23|garden:rock->18|garden:flower->24|garden:rock->19
2760,21325.08,9753480.88,318,0,garden:tree->14|tool:Push Mower|upgrade:growth->20
2770,22064.26,9968608.06,318,0,upgrade:growth->21|garden:tree->15
2780,22803.43,10191354.45,318,0,garden:flower->25|garden:rock->20|garden:rock->21
2790,22875.23,10419820.06,318,0,
2800,22875.23,10648572.36,318,0,
2810,22875.23,10877324.66,318,0,grass:golden
2820,24727.10,11115336.32,318,0,upgrade:value->24
2830,25390.03,11365259.03,318,0,upgrade:growth->22
2840,26150.70,11621441.31,318,0,garden:pond->8|garden:fountain->6
2850,26707.67,11886317.19,318,0,
2860,26707.67,12153393.88,318,0,upgrade:value->25
2870,27395.42,12427348.08,318,0,upgrade:growth->23
2880,28186.55,12704466.79,318,0,garden:pond->9
2890,28384.33,12988310.08,318,0,upgrade:value->26
2900,29096.91,13273578.52,318,0,garden:fountain->7
2910,29476.95,13565307.67,318,0,
2920,29476.95,13860077.15,318,0,upgrade:growth->24
2930,30298.53,14155668.20,318,0,garden:flower->26
2940,30332.87,14458962.56,318,0,
2950,30332.87,14762291.27,318,0,upgrade:value->27
2960,31066.14,15069286.31,318,0,garden:pond->10|garden:tree->16|garden:rock->22
2970,31371.28,15382055.18,318,0,
2980,31371.28,15695768.00,318,0,
2990,31371.28,16009480.82,318,0,upgrade:growth->25
3000,32213.39,16326562.06,318,0,
3010,32213.39,16648695.92,318,0,garden:fountain->8|garden:flower->27
3020,32654.23,16974690.44,318,0,
3030,32654.23,17301232.72,318,0,
3040,32654.23,17627775.01,318,0,upgrade:value->28|garden:tree->17
3050,33487.52,17957432.33,318,0,garden:flower->28|garden:rock->23
3060,33549.43,18292664.59,318,0,
3070,33549.43,18628158.89,318,0,
3080,33549.43,18963653.19,318,0,
3090,33549.43,19299147.49,318,0,upgrade:growth->26
3100,34422.65,19639007.88,318,0,
3110,34422.65,19983234.38,318,0,
3120,34422.65,20327460.87,318,0,
3130,34422.65,20671687.36,318,0,prestige-8|ascend-1
3140,1.35,6.75,0,4,
3150,1.35,20.24,0,4,upgrade:robots->2
3160,2.70,41.83,0,4,upgrade:robots->3
3170,4.05,71.51,0,4,
3180,4.05,111.99,0,4,upgrade:robots->4
3190,5.40,164.62,0,4,
3200,5.40,218.59,0,4,
3210,5.40,272.57,0,4,
3220,5.40,326.54,0,4,tool:Hedge Shears
3230,10.79,391.31,0,4,upgrade:robots->5|upgrade:speed->1
3240,14.84,515.45,0,4,upgrade:robots->6
3250,17.81,675.75,0,4,upgrade:value->1|upgrade:speed->2|upgrade:value->2
3260,24.73,896.33,0,4,upgrade:speed->3|upgrade:value->3
3270,29.02,1165.35,0,4,upgrade:value->4
3280,31.82,1469.55,0,4,upgrade:value->5|upgrade:growth->1
3290,35.40,1799.79,0,4,upgrade:rate->1|upgrade:growth->2
3300,40.71,2181.36,0,4,upgrade:robots->7|upgrade:growth->3
3310,47.10,2614.65,0,4,upgrade:value->6
3320,50.92,3093.28,0,4,
3330,50.92,3602.46,0,4,upgrade:value->7|garden:flower->1
3340,55.49,4151.28,0,4,
3350,55.49,4706.18,0,4,upgrade:value->8|garden:flower->2|garden:flower->3
3360,60.97,5307.04,0,4,garden:rock->1|garden:flower->4
3370,61.91,5920.23,0,4,garden:rock->2
3380,62.04,6540.41,0,4,
3390,62.04,7160.86,0,4,
3400,62.04,7781.30,0,4,
3410,62.04,8401.75,0,4,
3420,62.04,9022.20,0,4,grass:clover
3430,73.25,9653.85,0,4,prestige-9|upgrade:robots->2|upgrade:robots->3|upgrade:robots->4|tool:Hedge Shears|upgrade:robots->5|upgrade:speed->1
3440,27.30,10131.78,3,4,upgrade:robots->6|upgrade:speed->2|upgrade:value->1|upgrade:value->2|upgrade:speed->3
3450,47.51,10529.50,3,4,upgrade:value->3|upgrade:value->4
3460,57.14,11062.39,3,4,upgrade:value->5|upgrade:growth->1|upgrade:rate->1|upgrade:growth->2
3470,72.83,11708.25,3,4,upgrade:robots->7|upgrade:growth->3
3480,84.26,12517.12,3,4,upgrade:value->6|upgrade:value->7|garden:flower->1
3490,98.70,13446.19,3,4,upgrade:value->8
3500,105.33,14446.42,3,4,garden:flower->2|garden:flower->3|garden:flower->4|garden:rock->1
3510,109.85,15533.08,3,4,garden:rock->2
3520,110.08,16633.65,3,4,
3530,110.08,17734.45,3,4,
3540,110.08,18835.26,3,4,grass:clover
3550,129.96,20095.06,3,4,upgrade:value->9
3560,138.11,21451.70,3,4,upgrade:value->10|garden:flower->5
3570,147.88,22867.05,3,4,upgrade:growth->4|upgrade:rate->2|upgrade:growth->5|upgrade:robots->8
3580,172.55,24473.73,3,4,upgrade:growth->6|upgrade:growth->7
3590,190.22,26308.62,3,4,upgrade:rate->3|upgrade:growth->8
3600,209.56,28305.55,3,4,
3610,209.56,30401.18,3,4,upgrade:value->11|garden:flower->6
3620,222.95,32613.91,3,4,
3630,222.95,34843.43,3,4,upgrade:value->12|garden:flower->7|garden:tree->1|garden:rock->3|garden:rock->4
